Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Genomic Location (Transcript)	Genomic Sequence ID	Chromosome
LmxM.08.0880	LmxM.08.0880.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,523,224..1,524,735(-)	SET domain containing protein, putative	LmxM.08:1523224..1524735(-)	LmxM.08	8
LmxM.08.0890	LmxM.08.0890.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,526,607..1,527,737(-)	mitochondrial DNA polymerase beta	LmxM.08:1526607..1527737(-)	LmxM.08	8
LmxM.08.0900	LmxM.08.0900.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,529,162..1,531,183(-)	mitochondrial DNA polymerase beta-PAK, putative	LmxM.08:1529162..1531183(-)	LmxM.08	8
LmxM.08.0910	LmxM.08.0910.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,535,637..1,541,963(-)	Beta-lactamase superfamily domain containing protein, putative	LmxM.08:1535637..1541963(-)	LmxM.08	8
LmxM.08.0920	LmxM.08.0920.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,543,289..1,543,903(-)	hypothetical protein, conserved	LmxM.08:1543289..1543903(-)	LmxM.08	8
LmxM.08.0940	LmxM.08.0940.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,552,513..1,553,316(-)	hypothetical protein, conserved	LmxM.08:1552513..1553316(-)	LmxM.08	8
LmxM.08.0950	LmxM.08.0950.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,554,177..1,554,617(-)	hypothetical protein, conserved	LmxM.08:1554177..1554617(-)	LmxM.08	8
LmxM.08.0970	LmxM.08.0970.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,559,336..1,561,441(-)	Protein of unknown function (DUF2453), putative	LmxM.08:1559336..1561441(-)	LmxM.08	8
LmxM.08.0980	LmxM.08.0980.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,566,886..1,570,017(-)	hypothetical protein, unknown function	LmxM.08:1566886..1570017(-)	LmxM.08	8
LmxM.08.0990	LmxM.08.0990.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,571,110..1,572,090(-)	DnaJ domain containing protein, putative	LmxM.08:1571110..1572090(-)	LmxM.08	8
LmxM.08.1000	LmxM.08.1000.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,572,765..1,580,129(-)	AAA domain (dynein-related subfamily)/von Willebrand factor type A domain containing protein, putative	LmxM.08:1572765..1580129(-)	LmxM.08	8
LmxM.08.1030	LmxM.08.1030.1	Leishmania mexicana MHOM/GT/2001/U1103	1036_mexFOS1_13k16.p1kpIBF_31:2,342..3,052(-)	hypothetical protein	1036_mexFOS1_13k16.p1kpIBF_31:2342..3052(-)	1036_mexFOS1_13k16.p1kpIBF_31	Not Assigned
LmxM.08.1030a	LmxM.08.1030a.1	Leishmania mexicana MHOM/GT/2001/U1103	1036_mexFOS1_13k16.p1kpIBF_57:1,621..3,222(-)	hypothetical protein	1036_mexFOS1_13k16.p1kpIBF_57:1621..3222(-)	1036_mexFOS1_13k16.p1kpIBF_57	Not Assigned
LmxM.08.1040	LmxM.08.1040.1	Leishmania mexicana MHOM/GT/2001/U1103	1036_mexFOS1_13k16.p1kpIBF_41:2,043..3,554(-)	hypothetical protein	1036_mexFOS1_13k16.p1kpIBF_41:2043..3554(-)	1036_mexFOS1_13k16.p1kpIBF_41	Not Assigned
LmxM.08.1040a	LmxM.08.1040a.1	Leishmania mexicana MHOM/GT/2001/U1103	1036_mexFOS1_13k16.p1kpIBF_57:3..269(-)	hypothetical protein	1036_mexFOS1_13k16.p1kpIBF_57:3..269(-)	1036_mexFOS1_13k16.p1kpIBF_57	Not Assigned
LmxM.08.1040b	LmxM.08.1040b.1	Leishmania mexicana MHOM/GT/2001/U1103	1036_mexFOS1_13k16.p1kpIBF_101:2,015..3,094(-)	hypothetical protein	1036_mexFOS1_13k16.p1kpIBF_101:2015..3094(-)	1036_mexFOS1_13k16.p1kpIBF_101	Not Assigned
LmxM.08.1040c	LmxM.08.1040c.1	Leishmania mexicana MHOM/GT/2001/U1103	1036_mexFOS1_13k16.p1kpIBF_31:3..998(-)	hypothetical protein	1036_mexFOS1_13k16.p1kpIBF_31:3..998(-)	1036_mexFOS1_13k16.p1kpIBF_31	Not Assigned
LmxM.08.1050	LmxM.08.1050.1	Leishmania mexicana MHOM/GT/2001/U1103	1036_mexFOS1_13k16.p1kpIBF_41:3..695(-)	hypothetical protein	1036_mexFOS1_13k16.p1kpIBF_41:3..695(-)	1036_mexFOS1_13k16.p1kpIBF_41	Not Assigned
LmxM.08.1050a	LmxM.08.1050a.1	Leishmania mexicana MHOM/GT/2001/U1103	1036_mexFOS1_13k16.p1kpIBF_101:57..353(-)	hypothetical protein	1036_mexFOS1_13k16.p1kpIBF_101:57..353(-)	1036_mexFOS1_13k16.p1kpIBF_101	Not Assigned
LmxM.08.1060	LmxM.08.1060.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,582,805..1,583,905(-)	cathepsin L-like protease, putative	LmxM.08:1582805..1583905(-)	LmxM.08	8
LmxM.08.1070	LmxM.08.1070.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,585,249..1,586,580(-)	cathepsin L-like protease, putative	LmxM.08:1585249..1586580(-)	LmxM.08	8
LmxM.08.1070partial	LmxM.08.1070partial.1	Leishmania mexicana MHOM/GT/2001/U1103	1036_mexFOS1_13k16.p1kpIBF_96:1,267..2,394(-)	hypothetical protein	1036_mexFOS1_13k16.p1kpIBF_96:1267..2394(-)	1036_mexFOS1_13k16.p1kpIBF_96	Not Assigned
LmxM.08.1080	LmxM.08.1080.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,589,089..1,590,168(-)	cathepsin L-like protease, putative	LmxM.08:1589089..1590168(-)	LmxM.08	8
LmxM.08.1100	LmxM.08.1100.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,606,778..1,607,875(+)	hypothetical protein, conserved	LmxM.08:1606778..1607875(+)	LmxM.08	8
LmxM.08.1120	LmxM.08.1120.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,612,165..1,614,750(+)	Repeat of unknown function (DUF1126), putative	LmxM.08:1612165..1614750(+)	LmxM.08	8
LmxM.08.1140	LmxM.08.1140.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,619,189..1,622,029(+)	suppressive immunomodulating factor, putative	LmxM.08:1619189..1622029(+)	LmxM.08	8
LmxM.08.1150	LmxM.08.1150.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,622,959..1,626,393(+)	Exocyst complex component Sec3, putative	LmxM.08:1622959..1626393(+)	LmxM.08	8
LmxM.08.1160	LmxM.08.1160.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,627,547..1,628,827(+)	Thiopurine S-methyltransferase (TPMT), putative	LmxM.08:1627547..1628827(+)	LmxM.08	8
LmxM.08.1170	LmxM.08.1170.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,630,214..1,631,542(+)	MRB1 complex subunit MRB3010	LmxM.08:1630214..1631542(+)	LmxM.08	8
LmxM.08.1171	LmxM.08.1171.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,668,001..1,669,332(-)	hypothetical protein	LmxM.08:1668001..1669332(-)	LmxM.08	8
LmxM.08.1180	LmxM.08.1180.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,632,651..1,633,907(+)	hypothetical protein, conserved	LmxM.08:1632651..1633907(+)	LmxM.08	8
LmxM.08.1190	LmxM.08.1190.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,634,699..1,638,442(+)	intraflagellar transport protein 122B, putative	LmxM.08:1634699..1638442(+)	LmxM.08	8
LmxM.08.1200	LmxM.08.1200.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,639,475..1,640,062(+)	MIX protein	LmxM.08:1639475..1640062(+)	LmxM.08	8
LmxM.08.1210	LmxM.08.1210.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,644,000..1,645,172(+)	hypothetical protein, conserved	LmxM.08:1644000..1645172(+)	LmxM.08	8
LmxM.08.1218	LmxM.08.1218.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,649,792..1,651,324(+)	hypothetical protein, conserved	LmxM.08:1649792..1651324(+)	LmxM.08	8
LmxM.08.1222	LmxM.08.1222.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,652,590..1,652,889(+)	hypothetical protein, conserved	LmxM.08:1652590..1652889(+)	LmxM.08	8
LmxM.08.1223	LmxM.08.1223.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,654,119..1,655,759(+)	hypothetical protein, unknown function	LmxM.08:1654119..1655759(+)	LmxM.08	8
LmxM.08.1225	LmxM.08.1225.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,656,301..1,657,017(+)	amidinotransferase, putative	LmxM.08:1656301..1657017(+)	LmxM.08	8
LmxM.08.1230	LmxM.08.1230.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,664,002..1,665,246(+)	beta tubulin (fragment)	LmxM.08:1664002..1665246(+)	LmxM.08	8
LmxM.08_29.0010	LmxM.08_29.0010.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,155,220..1,156,110(+)	3,2-trans-enoyl-CoA isomerase, mitochondrial precursor-like protein	LmxM.08:1155220..1156110(+)	LmxM.08	8
LmxM.08_29.0040	LmxM.08_29.0040.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,145,570..1,146,433(+)	hypothetical protein, conserved	LmxM.08:1145570..1146433(+)	LmxM.08	8
LmxM.08_29.0050	LmxM.08_29.0050.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,142,367..1,144,385(+)	hypothetical protein, conserved	LmxM.08:1142367..1144385(+)	LmxM.08	8
LmxM.08_29.0060	LmxM.08_29.0060.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,140,297..1,141,487(+)	tryptophanyl-tRNA synthetase, putative	LmxM.08:1140297..1141487(+)	LmxM.08	8
LmxM.08_29.0080	LmxM.08_29.0080.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,137,130..1,137,504(+)	hypothetical protein, conserved	LmxM.08:1137130..1137504(+)	LmxM.08	8
LmxM.08_29.0100	LmxM.08_29.0100.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,132,432..1,134,042(+)	hypothetical protein, conserved	LmxM.08:1132432..1134042(+)	LmxM.08	8
LmxM.08_29.0110	LmxM.08_29.0110.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,122,592..1,131,114(+)	C2 domain in Dock180 and Zizimin proteins, putative	LmxM.08:1122592..1131114(+)	LmxM.08	8
LmxM.08_29.0120	LmxM.08_29.0120.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,117,116..1,119,845(+)	proteasome regulatory non-ATPase subunit, putative	LmxM.08:1117116..1119845(+)	LmxM.08	8
LmxM.08_29.0130	LmxM.08_29.0130.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,113,394..1,115,889(+)	hypothetical protein, conserved	LmxM.08:1113394..1115889(+)	LmxM.08	8
LmxM.08_29.0140	LmxM.08_29.0140.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,111,434..1,112,447(+)	DNA-directed RNA polymerase II subunit 3, putative	LmxM.08:1111434..1112447(+)	LmxM.08	8
LmxM.08_29.0160	LmxM.08_29.0160.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,105,487..1,107,196(+)	hypothetical protein, conserved	LmxM.08:1105487..1107196(+)	LmxM.08	8
LmxM.08_29.0170	LmxM.08_29.0170.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,099,939..1,100,352(+)	protein phosphatase inhibitor 2 (ipp-2), putative	LmxM.08:1099939..1100352(+)	LmxM.08	8
LmxM.08_29.0180	LmxM.08_29.0180.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,097,627..1,099,237(+)	hypothetical protein, conserved	LmxM.08:1097627..1099237(+)	LmxM.08	8
LmxM.08_29.0190	LmxM.08_29.0190.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,093,435..1,096,494(+)	hypothetical protein, conserved	LmxM.08:1093435..1096494(+)	LmxM.08	8
LmxM.08_29.0210	LmxM.08_29.0210.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,085,555..1,086,358(+)	hypothetical protein, conserved	LmxM.08:1085555..1086358(+)	LmxM.08	8
LmxM.08_29.0220	LmxM.08_29.0220.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,081,330..1,084,248(+)	protein transport protein Sec24A, putative	LmxM.08:1081330..1084248(+)	LmxM.08	8
LmxM.08_29.0230	LmxM.08_29.0230.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,079,715..1,080,362(+)	hypothetical protein, conserved	LmxM.08:1079715..1080362(+)	LmxM.08	8
LmxM.08_29.0251	LmxM.08_29.0251.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,065,177..1,066,136(+)	thymine-7-hydroxylase, putative	LmxM.08:1065177..1066136(+)	LmxM.08	8
LmxM.08_29.0260	LmxM.08_29.0260.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,062,647..1,064,434(+)	Tubulin-tyrosine ligase family, putative	LmxM.08:1062647..1064434(+)	LmxM.08	8
LmxM.08_29.0270	LmxM.08_29.0270.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,060,919..1,061,647(+)	hypothetical protein	LmxM.08:1060919..1061647(+)	LmxM.08	8
LmxM.08_29.0280	LmxM.08_29.0280.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,056,781..1,058,256(+)	hypothetical protein	LmxM.08:1056781..1058256(+)	LmxM.08	8
LmxM.08_29.0290	LmxM.08_29.0290.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,054,365..1,055,513(+)	zinc-finger of a C2HC-type, putative	LmxM.08:1054365..1055513(+)	LmxM.08	8
LmxM.08_29.0340	LmxM.08_29.0340.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,041,731..1,043,017(+)	UBX domain-containing protein	LmxM.08:1041731..1043017(+)	LmxM.08	8
LmxM.08_29.0350	LmxM.08_29.0350.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,035,890..1,039,993(+)	hypothetical protein, conserved	LmxM.08:1035890..1039993(+)	LmxM.08	8
LmxM.08_29.0360	LmxM.08_29.0360.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,034,299..1,034,823(+)	hypothetical protein, conserved	LmxM.08:1034299..1034823(+)	LmxM.08	8
LmxM.08_29.0380	LmxM.08_29.0380.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,021,759..1,024,653(+)	Domain of unknown function (DUF3451), putative	LmxM.08:1021759..1024653(+)	LmxM.08	8
LmxM.08_29.0390	LmxM.08_29.0390.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,019,348..1,020,130(+)	RNA binding protein, putative	LmxM.08:1019348..1020130(+)	LmxM.08	8
LmxM.08_29.0400	LmxM.08_29.0400.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,017,969..1,018,469(+)	RNA polymerase Rpb4, putative	LmxM.08:1017969..1018469(+)	LmxM.08	8
LmxM.08_29.0410	LmxM.08_29.0410.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,015,606..1,017,336(+)	hypothetical protein, conserved	LmxM.08:1015606..1017336(+)	LmxM.08	8
LmxM.08_29.0420	LmxM.08_29.0420.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,013,358..1,014,572(+)	hypothetical protein, conserved	LmxM.08:1013358..1014572(+)	LmxM.08	8
LmxM.08_29.0430	LmxM.08_29.0430.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,010,502..1,012,196(+)	hypothetical protein, conserved	LmxM.08:1010502..1012196(+)	LmxM.08	8
LmxM.08_29.0440	LmxM.08_29.0440.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,004,378..1,005,520(+)	hypothetical protein, conserved	LmxM.08:1004378..1005520(+)	LmxM.08	8
LmxM.08_29.0450	LmxM.08_29.0450.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,001,433..1,003,382(+)	recA bacterial DNA recombination protein, putative	LmxM.08:1001433..1003382(+)	LmxM.08	8
LmxM.08_29.0460	LmxM.08_29.0460.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:996,216..998,279(+)	hypothetical protein, conserved	LmxM.08:996216..998279(+)	LmxM.08	8
LmxM.08_29.0470	LmxM.08_29.0470.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:990,800..992,146(+)	hypothetical protein, conserved	LmxM.08:990800..992146(+)	LmxM.08	8
LmxM.08_29.0480partial	LmxM.08_29.0480partial.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:988,508..989,257(+)	hypothetical protein	LmxM.08:988508..989257(+)	LmxM.08	8
LmxM.08_29.0490	LmxM.08_29.0490.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:986,190..987,284(+)	hypothetical protein, conserved	LmxM.08:986190..987284(+)	LmxM.08	8
LmxM.08_29.0500	LmxM.08_29.0500.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:976,860..980,429(+)	Ca2+-ATPase N terminal autoinhibitory domain containing protein, putative	LmxM.08:976860..980429(+)	LmxM.08	8
LmxM.08_29.0520	LmxM.08_29.0520.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:967,663..968,361(+)	hypothetical protein, conserved	LmxM.08:967663..968361(+)	LmxM.08	8
LmxM.08_29.0530	LmxM.08_29.0530.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:956,901..965,828(+)	hypothetical protein, conserved	LmxM.08:956901..965828(+)	LmxM.08	8
LmxM.08_29.0540	LmxM.08_29.0540.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:954,148..955,656(+)	exonuclease, putative	LmxM.08:954148..955656(+)	LmxM.08	8
LmxM.08_29.0550	LmxM.08_29.0550.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:950,337..952,976(+)	exonuclease, putative	LmxM.08:950337..952976(+)	LmxM.08	8
LmxM.08_29.0555	LmxM.08_29.0555.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:947,162..947,923(+)	hypothetical protein	LmxM.08:947162..947923(+)	LmxM.08	8
LmxM.08_29.0560	LmxM.08_29.0560.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:945,468..946,685(+)	exonuclease, putative	LmxM.08:945468..946685(+)	LmxM.08	8
LmxM.08_29.0570	LmxM.08_29.0570.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:942,140..944,671(+)	Ankyrin repeats (3 copies), putative	LmxM.08:942140..944671(+)	LmxM.08	8
LmxM.08_29.0580	LmxM.08_29.0580.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:939,457..940,905(+)	hypothetical protein, conserved	LmxM.08:939457..940905(+)	LmxM.08	8
LmxM.08_29.0600	LmxM.08_29.0600.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:932,642..934,378(+)	hypothetical protein, conserved	LmxM.08:932642..934378(+)	LmxM.08	8
LmxM.08_29.0610	LmxM.08_29.0610.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:929,288..931,195(+)	hypothetical protein, conserved	LmxM.08:929288..931195(+)	LmxM.08	8
LmxM.08_29.0630	LmxM.08_29.0630.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:914,446..914,865(+)	BET1-like protein, putative	LmxM.08:914446..914865(+)	LmxM.08	8
LmxM.08_29.0640	LmxM.08_29.0640.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:912,956..913,750(+)	Scavenger mRNA decapping enzyme C-term binding, putative	LmxM.08:912956..913750(+)	LmxM.08	8
LmxM.08_29.0650	LmxM.08_29.0650.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:910,665..912,074(+)	phosphate transporter, putative	LmxM.08:910665..912074(+)	LmxM.08	8
LmxM.08_29.0670	LmxM.08_29.0670.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:904,953..905,366(+)	hypothetical protein, conserved	LmxM.08:904953..905366(+)	LmxM.08	8
LmxM.08_29.0680	LmxM.08_29.0680.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:901,883..904,201(+)	Triple RNA binding domain protein 3	LmxM.08:901883..904201(+)	LmxM.08	8
LmxM.08_29.0690	LmxM.08_29.0690.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:900,348..901,184(+)	NADH-ubiquinone oxidoreductase complex I subunit, putative	LmxM.08:900348..901184(+)	LmxM.08	8
LmxM.08_29.0700	LmxM.08_29.0700.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:896,663..898,819(+)	hypothetical protein, conserved	LmxM.08:896663..898819(+)	LmxM.08	8
LmxM.08_29.0710	LmxM.08_29.0710.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:893,100..895,667(+)	bardet-biedl syndrome 7 protein	LmxM.08:893100..895667(+)	LmxM.08	8
LmxM.08_29.0720	LmxM.08_29.0720.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:891,013..891,843(+)	Elongation factor Ts, mitochondrial, putative	LmxM.08:891013..891843(+)	LmxM.08	8
LmxM.08_29.0730	LmxM.08_29.0730.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:888,083..888,760(+)	hypothetical protein, conserved	LmxM.08:888083..888760(+)	LmxM.08	8
LmxM.08_29.0750	LmxM.08_29.0750.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:880,214..882,253(+)	U3 small nucleolar ribonucleoprotein protein MPP10, putative	LmxM.08:880214..882253(+)	LmxM.08	8
LmxM.08_29.0770	LmxM.08_29.0770.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:874,236..874,823(+)	hypothetical protein, conserved	LmxM.08:874236..874823(+)	LmxM.08	8
LmxM.08_29.0780	LmxM.08_29.0780.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:869,366..871,171(+)	U-box domain protein, putative	LmxM.08:869366..871171(+)	LmxM.08	8
LmxM.08_29.0790	LmxM.08_29.0790.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:862,629..867,398(+)	hypothetical protein, conserved	LmxM.08:862629..867398(+)	LmxM.08	8
LmxM.08_29.0805	LmxM.08_29.0805.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:856,304..858,112(+)	hypothetical protein, conserved	LmxM.08:856304..858112(+)	LmxM.08	8
LmxM.08_29.0810	LmxM.08_29.0810.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:853,478..855,319(+)	hypothetical protein, conserved	LmxM.08:853478..855319(+)	LmxM.08	8
LmxM.08_29.0820	LmxM.08_29.0820.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:848,597..849,619(+)	CPC cysteine peptidase, Clan CA, family C1, Cathepsin B-like	LmxM.08:848597..849619(+)	LmxM.08	8
LmxM.08_29.0830	LmxM.08_29.0830.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:845,849..847,285(+)	hypothetical protein, conserved	LmxM.08:845849..847285(+)	LmxM.08	8
LmxM.08_29.0840	LmxM.08_29.0840.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:843,358..844,533(+)	hypothetical protein, conserved	LmxM.08:843358..844533(+)	LmxM.08	8
LmxM.08_29.0860	LmxM.08_29.0860.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:834,360..835,766(+)	hypothetical protein, unknown function	LmxM.08:834360..835766(+)	LmxM.08	8
LmxM.08_29.0865	LmxM.08_29.0865.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:833,007..833,351(+)	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain), putative	LmxM.08:833007..833351(+)	LmxM.08	8
LmxM.08_29.0868	LmxM.08_29.0868.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:827,771..828,277(+)	cytochrome b5-like Heme/Steroid binding domain containing protein, putative	LmxM.08:827771..828277(+)	LmxM.08	8
LmxM.08_29.0870	LmxM.08_29.0870.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:819,826..821,301(+)	hypothetical protein, conserved	LmxM.08:819826..821301(+)	LmxM.08	8
LmxM.08_29.0885	LmxM.08_29.0885.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:817,216..818,265(+)	phytanoyl-CoA dioxygenase (PhyH), putative	LmxM.08:817216..818265(+)	LmxM.08	8
LmxM.08_29.0890	LmxM.08_29.0890.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:812,180..813,538(-)	Eukaryotic protein of unknown function (DUF914), putative	LmxM.08:812180..813538(-)	LmxM.08	8
LmxM.08_29.0900	LmxM.08_29.0900.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:810,467..811,114(-)	IPP transferase, putative	LmxM.08:810467..811114(-)	LmxM.08	8
LmxM.08_29.0910	LmxM.08_29.0910.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:809,030..809,959(-)	signal peptide peptidase, putative	LmxM.08:809030..809959(-)	LmxM.08	8
LmxM.08_29.0920	LmxM.08_29.0920.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:806,936..808,447(-)	LETM1 and EF-hand domain-containing protein 1, putative	LmxM.08:806936..808447(-)	LmxM.08	8
LmxM.08_29.0930	LmxM.08_29.0930.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:802,675..804,843(-)	ABC transporter-like protein	LmxM.08:802675..804843(-)	LmxM.08	8
LmxM.08_29.0935	LmxM.08_29.0935.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:801,599..802,126(-)	A-1 protein, putative	LmxM.08:801599..802126(-)	LmxM.08	8
LmxM.08_29.0940	LmxM.08_29.0940.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:798,039..800,312(-)	hypothetical protein, conserved	LmxM.08:798039..800312(-)	LmxM.08	8
LmxM.08_29.0950	LmxM.08_29.0950.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:793,846..795,570(-)	hypothetical protein, conserved	LmxM.08:793846..795570(-)	LmxM.08	8
LmxM.08_29.0960	LmxM.08_29.0960.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:790,032..791,354(-)	hypothetical protein, unknown function	LmxM.08:790032..791354(-)	LmxM.08	8
LmxM.08_29.0980	LmxM.08_29.0980.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:778,268..779,911(-)	hypothetical protein, unknown function	LmxM.08:778268..779911(-)	LmxM.08	8
LmxM.08_29.0990	LmxM.08_29.0990.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:773,936..776,920(-)	hypothetical protein, conserved	LmxM.08:773936..776920(-)	LmxM.08	8
